Indicador,Data,DataReferencia,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
IPCA Serviços,2025-08-29,04/2026,0.30910000000000004,0.30000000000000004,0.0755,0.2,0.48040000000000005,21,1
IPCA Serviços,2025-08-29,04/2026,0.33940000000000003,0.35000000000000003,0.1017,-0.01,0.5700000000000001,86,0
IPCA Bens industrializados,2025-08-29,04/2026,0.2536,0.27,0.0978,0.039,0.42,19,1
IPCA Bens industrializados,2025-08-29,04/2026,0.2752,0.28,0.0969,0.039,0.54,83,0
IPCA Alimentação no domicílio,2025-08-29,04/2026,0.663,0.66,0.227,0.22,1.3429,19,1
IPCA Alimentação no domicílio,2025-08-29,04/2026,0.6154000000000001,0.6000000000000001,0.23800000000000002,0.082,1.37,83,0
IPCA Administrados,2025-08-29,04/2026,0.4304,0.45,0.16290000000000002,0.12,0.7775000000000001,25,1
IPCA Administrados,2025-08-29,04/2026,0.44670000000000004,0.4596,0.1477,0.12,0.84,91,0
IGP-M,2025-08-29,03/2026,0.38320000000000004,0.4,0.19340000000000002,0.04,0.9500000000000001,16,1
IGP-M,2025-08-29,03/2026,0.3874,0.4,0.1486,0.04,0.9500000000000001,64,0
IPCA,2025-08-29,03/2026,0.399,0.39,0.10010000000000001,0.21,0.7000000000000001,47,1
IPCA,2025-08-29,03/2026,0.3808,0.37,0.0854,0.15,0.7000000000000001,137,0
Câmbio,2025-08-29,03/2026,5.58,5.6,0.1569,5.2,6.0,28,1
Câmbio,2025-08-29,03/2026,5.5986,5.6,0.1406,5.2,6.05,110,0
Taxa de desocupação,2025-08-29,03/2026,6.5632,6.6,0.44220000000000004,6.0,7.5,9,1
Taxa de desocupação,2025-08-29,03/2026,6.7462,6.75,0.4833,5.7,7.8707,64,0
IPCA Livres,2025-08-29,03/2026,0.37670000000000003,0.38,0.10930000000000001,0.17,0.66,21,1
IPCA Livres,2025-08-29,03/2026,0.37920000000000004,0.37,0.0947,0.17,0.6900000000000001,88,0
IPCA Serviços,2025-08-29,03/2026,0.31010000000000004,0.2902,0.1106,0.11,0.6000000000000001,21,1
IPCA Serviços,2025-08-29,03/2026,0.3109,0.30000000000000004,0.0989,0.09,0.6000000000000001,86,0
IPCA Bens industrializados,2025-08-29,03/2026,0.2427,0.25,0.0989,0.05,0.44,19,1
IPCA Bens industrializados,2025-08-29,03/2026,0.25830000000000003,0.27040000000000003,0.0912,0.05,0.4591,83,0
IPCA Alimentação no domicílio,2025-08-29,03/2026,0.7316,0.66,0.1698,0.52,1.1429,19,1
IPCA Alimentação no domicílio,2025-08-29,03/2026,0.6995,0.7000000000000001,0.2536,-0.12,1.4100000000000001,83,0
IPCA Administrados,2025-08-29,03/2026,0.4314,0.327,0.3059,0.18,1.55,25,1
IPCA Administrados,2025-08-29,03/2026,0.3713,0.32,0.2272,0.08,1.55,91,0
IGP-M,2025-08-29,02/2026,0.3089,0.315,0.1731,0.047400000000000005,0.6000000000000001,16,1
IGP-M,2025-08-29,02/2026,0.36160000000000003,0.37,0.1752,0.047400000000000005,0.7000000000000001,64,0
IPCA,2025-08-29,02/2026,0.6271,0.6000000000000001,0.1448,0.37,1.2527,47,1
IPCA,2025-08-29,02/2026,0.6065,0.6000000000000001,0.1198,0.35000000000000003,1.2527,137,0
Câmbio,2025-08-29,02/2026,5.5692,5.5600000000000005,0.1517,5.3,6.0,28,1
Câmbio,2025-08-29,02/2026,5.5884,5.5985,0.1353,5.3,6.02,110,0
Taxa de desocupação,2025-08-29,02/2026,6.3612,6.3,0.3447,6.0,7.0,9,1
Taxa de desocupação,2025-08-29,02/2026,6.5331,6.57,0.4429,5.5,7.8324,64,0
IPCA Livres,2025-08-29,02/2026,0.6714,0.68,0.12390000000000001,0.37,0.9,21,1
IPCA Livres,2025-08-29,02/2026,0.6536000000000001,0.66,0.1165,0.31,1.0,88,0
IPCA Serviços,2025-08-29,02/2026,1.0346,1.06,0.1583,0.6000000000000001,1.37,21,1
IPCA Serviços,2025-08-29,02/2026,0.9954000000000001,1.0113,0.1802,0.35000000000000003,1.37,86,0
IPCA Bens industrializados,2025-08-29,02/2026,0.2434,0.24,0.09860000000000001,0.05,0.39,19,1
IPCA Bens industrializados,2025-08-29,02/2026,0.26680000000000004,0.26,0.09430000000000001,-0.01,0.6000000000000001,83,0
IPCA Alimentação no domicílio,2025-08-29,02/2026,0.47050000000000003,0.35000000000000003,0.30160000000000003,0.06,1.1400000000000001,19,1
IPCA Alimentação no domicílio,2025-08-29,02/2026,0.45520000000000005,0.42,0.2267,-0.04,1.2,83,0
IPCA Administrados,2025-08-29,02/2026,0.41600000000000004,0.4,0.16640000000000002,0.14,0.88,25,1
IPCA Administrados,2025-08-29,02/2026,0.3771,0.35000000000000003,0.1626,0.12,0.88,91,0
IGP-M,2025-08-29,01/2026,0.42050000000000004,0.4179,0.11860000000000001,0.17,0.63,16,1
IGP-M,2025-08-29,01/2026,0.43820000000000003,0.4,0.1763,0.14,1.0,64,0
IPCA,2025-08-29,01/2026,0.4222,0.42,0.1024,0.0737,0.65,47,1
IPCA,2025-08-29,01/2026,0.4348,0.43670000000000003,0.0998,0.0737,0.8300000000000001,137,0
Câmbio,2025-08-29,01/2026,5.5606,5.54,0.145,5.311,6.0,28,1
Câmbio,2025-08-29,01/2026,5.5776,5.5761,0.12890000000000001,5.3,6.0,110,0
Taxa de desocupação,2025-08-29,01/2026,6.0389,6.3,0.492,5.0,6.5,9,1
Taxa de desocupação,2025-08-29,01/2026,6.2282,6.2249,0.4466,5.0,7.3564,64,0
IPCA Livres,2025-08-29,01/2026,0.488,0.4827,0.0862,0.34,0.75,21,1
IPCA Livres,2025-08-29,01/2026,0.4848,0.48140000000000005,0.11510000000000001,0.19,0.9500000000000001,88,0
IPCA Serviços,2025-08-29,01/2026,0.4141,0.42,0.1212,0.091,0.6000000000000001,21,1
IPCA Serviços,2025-08-29,01/2026,0.4253,0.42,0.1486,0.07,0.76,86,0
IPCA Bens industrializados,2025-08-29,01/2026,0.2466,0.2533,0.088,0.05,0.41000000000000003,19,1
IPCA Bens industrializados,2025-08-29,01/2026,0.2591,0.27,0.1028,-0.13,0.55,83,0
IPCA Alimentação no domicílio,2025-08-29,01/2026,1.0089,1.06,0.20520000000000002,0.58,1.3958,19,1
IPCA Alimentação no domicílio,2025-08-29,01/2026,0.9433,0.9500000000000001,0.3049,0.22,2.2,83,0
IPCA Administrados,2025-08-29,01/2026,0.30770000000000003,0.32,0.15480000000000002,-0.19,0.55,25,1
IPCA Administrados,2025-08-29,01/2026,0.3145,0.33,0.14830000000000002,-0.19,0.56,91,0
IGP-M,2025-08-29,12/2025,0.5892000000000001,0.601,0.1584,0.2551,0.8,16,1
IGP-M,2025-08-29,12/2025,0.6118,0.61,0.25930000000000003,0.0634,1.92,69,0
IPCA,2025-08-29,12/2025,0.508,0.5019,0.0902,0.2696,0.8,48,1
IPCA,2025-08-29,12/2025,0.4989,0.5,0.0838,0.23,0.8,143,0
Câmbio,2025-08-29,12/2025,5.5499,5.5,0.1484,5.3,6.0,29,1
Câmbio,2025-08-29,12/2025,5.5685,5.5575,0.1163,5.3,6.0,123,0
Taxa de desocupação,2025-08-29,12/2025,5.9556000000000004,6.0,0.3685,5.4,6.5,9,1
Taxa de desocupação,2025-08-29,12/2025,5.9409,6.0,0.4622,4.8,7.2,72,0
IPCA Livres,2025-08-29,12/2025,0.7248,0.74,0.0775,0.5700000000000001,0.87,23,1
IPCA Livres,2025-08-29,12/2025,0.6752,0.68,0.1226,0.2619,1.0564,93,0
IPCA Serviços,2025-08-29,12/2025,0.6781,0.7000000000000001,0.11800000000000001,0.45,0.8819,23,1
IPCA Serviços,2025-08-29,12/2025,0.6576000000000001,0.65,0.212,-0.7254,1.3705,92,0
IPCA Bens industrializados,2025-08-29,12/2025,0.4726,0.46,0.1129,0.28,0.7935,21,1
IPCA Bens industrializados,2025-08-29,12/2025,0.4555,0.46,0.1539,0.015700000000000002,1.4056,89,0
IPCA Alimentação no domicílio,2025-08-29,12/2025,1.0843,1.11,0.322,0.12,1.5826,22,1
IPCA Alimentação no domicílio,2025-08-29,12/2025,0.9907,1.015,0.3739,-0.43160000000000004,1.7821,90,0
IPCA Administrados,2025-08-29,12/2025,-0.0014,-0.0591,0.1686,-0.29,0.39,26,1
IPCA Administrados,2025-08-29,12/2025,-0.008400000000000001,-0.0645,0.1975,-0.4047,0.81,96,0
IGP-M,2025-08-29,11/2025,0.7225,0.735,0.22130000000000002,0.19,1.0485,16,1
IGP-M,2025-08-29,11/2025,0.6589,0.65,0.24810000000000001,0.11,1.0485,69,0
IPCA,2025-08-29,11/2025,0.2546,0.252,0.0843,0.1,0.65,48,1
IPCA,2025-08-29,11/2025,0.2717,0.26,0.08940000000000001,0.0668,0.65,143,0
Câmbio,2025-08-29,11/2025,5.5253,5.5,0.14070000000000002,5.3,6.0,28,1
Câmbio,2025-08-29,11/2025,5.5449,5.52,0.1086,5.3,6.0,115,0
Taxa de desocupação,2025-08-29,11/2025,5.8767,5.96,0.34890000000000004,5.4,6.4,9,1
Taxa de desocupação,2025-08-29,11/2025,5.851,5.89,0.43060000000000004,4.8,7.2,67,0
IPCA Livres,2025-08-29,11/2025,0.3931,0.39,0.0974,0.18,0.58,23,1
IPCA Livres,2025-08-29,11/2025,0.4046,0.41000000000000003,0.1008,0.09,0.71,93,0
IPCA Serviços,2025-08-29,11/2025,0.4549,0.44,0.1316,0.22,0.77,23,1
IPCA Serviços,2025-08-29,11/2025,0.4665,0.455,0.114,0.12,0.77,92,0
IPCA Bens industrializados,2025-08-29,11/2025,-0.009600000000000001,-0.03,0.19640000000000002,-0.326,0.52,21,1
IPCA Bens industrializados,2025-08-29,11/2025,0.0325,0.02,0.15560000000000002,-0.326,0.52,89,0
IPCA Alimentação no domicílio,2025-08-29,11/2025,0.7872,0.885,0.3558,-0.43,1.28,22,1
IPCA Alimentação no domicílio,2025-08-29,11/2025,0.7682,0.8,0.2756,-0.43,1.4,90,0
IPCA Administrados,2025-08-29,11/2025,-0.2059,-0.2642,0.1724,-0.38,0.30000000000000004,26,1
IPCA Administrados,2025-08-29,11/2025,-0.1404,-0.23,0.24880000000000002,-0.8227,0.53,96,0
IGP-M,2025-08-29,10/2025,0.6078,0.645,0.1159,0.30000000000000004,0.76,16,1
IGP-M,2025-08-29,10/2025,0.6134000000000001,0.65,0.2119,0.11,1.1400000000000001,69,0
IPCA,2025-08-29,10/2025,0.3089,0.31,0.0869,0.08,0.55,49,1
IPCA,2025-08-29,10/2025,0.32220000000000004,0.33,0.0829,0.08,0.55,144,0
Câmbio,2025-08-29,10/2025,5.5066,5.48,0.13820000000000002,5.2,6.0,28,1
Câmbio,2025-08-29,10/2025,5.5222999999999995,5.5,0.1081,5.2,6.0,115,0
Taxa de desocupação,2025-08-29,10/2025,5.8948,5.9,0.3655,5.4,6.6,9,1
Taxa de desocupação,2025-08-29,10/2025,5.8471,5.9,0.41550000000000004,4.7,7.2,67,0
IPCA Livres,2025-08-29,10/2025,0.497,0.505,0.0582,0.39,0.61,24,1
IPCA Livres,2025-08-29,10/2025,0.47790000000000005,0.48,0.0801,0.26,0.6900000000000001,94,0
IPCA Serviços,2025-08-29,10/2025,0.49810000000000004,0.485,0.07350000000000001,0.38,0.6900000000000001,24,1
IPCA Serviços,2025-08-29,10/2025,0.48750000000000004,0.47000000000000003,0.1119,0.16,0.86,93,0
IPCA Bens industrializados,2025-08-29,10/2025,0.3287,0.32,0.0847,0.13,0.48,22,1
IPCA Bens industrializados,2025-08-29,10/2025,0.3265,0.34,0.093,0.0,0.5,90,0
IPCA Alimentação no domicílio,2025-08-29,10/2025,0.6261,0.64,0.17200000000000001,0.29,0.8949,23,1
IPCA Alimentação no domicílio,2025-08-29,10/2025,0.6524,0.645,0.1904,0.2,1.1,91,0
IPCA Administrados,2025-08-29,10/2025,-0.188,-0.25,0.3804,-1.12,0.39,27,1
IPCA Administrados,2025-08-29,10/2025,-0.1661,-0.28,0.3355,-1.12,0.4,97,0
IGP-M,2025-08-29,09/2025,0.5451,0.529,0.13770000000000002,0.29810000000000003,0.77,16,1
IGP-M,2025-08-29,09/2025,0.5343,0.5224,0.16840000000000002,0.1,0.89,70,0
IPCA,2025-08-29,09/2025,0.5978,0.59,0.1253,0.27,0.8564,49,1
IPCA,2025-08-29,09/2025,0.5863,0.58,0.1592,0.21,1.6,145,0
Câmbio,2025-08-29,09/2025,5.4895,5.4553,0.0911,5.3,5.75,28,1
Câmbio,2025-08-29,09/2025,5.5033,5.5,0.08410000000000001,5.3,5.75,115,0
Taxa de desocupação,2025-08-29,09/2025,5.908,5.9,0.35760000000000003,5.4,6.6,9,1
Taxa de desocupação,2025-08-29,09/2025,5.8556,5.8491,0.3743,4.9,7.1,67,0
IPCA Livres,2025-08-29,09/2025,0.2199,0.22,0.0918,0.08,0.41000000000000003,24,1
IPCA Livres,2025-08-29,09/2025,0.2461,0.24,0.0878,0.08,0.42,94,0
IPCA Serviços,2025-08-29,09/2025,0.3559,0.35000000000000003,0.0954,0.18,0.64,24,1
IPCA Serviços,2025-08-29,09/2025,0.36660000000000004,0.35760000000000003,0.11130000000000001,0.14,0.71,93,0
IPCA Bens industrializados,2025-08-29,09/2025,0.1466,0.15,0.12840000000000001,-0.3028,0.3039,22,1
IPCA Bens industrializados,2025-08-29,09/2025,0.1895,0.21,0.09970000000000001,-0.3028,0.35000000000000003,90,0
IPCA Alimentação no domicílio,2025-08-29,09/2025,0.017400000000000002,0.031200000000000002,0.24810000000000001,-0.36,0.5700000000000001,23,1
IPCA Alimentação no domicílio,2025-08-29,09/2025,0.09190000000000001,0.11,0.2076,-0.36,0.5700000000000001,91,0
IPCA Administrados,2025-08-29,09/2025,1.4901,1.55,0.4983,0.21,2.03,27,1
IPCA Administrados,2025-08-29,09/2025,1.5305,1.6400000000000001,0.5216000000000001,0.1,2.25,97,0
IPCA,2025-08-29,08/2025,-0.1423,-0.14,0.050100000000000006,-0.28,0.06,49,1
IPCA,2025-08-29,08/2025,-0.12860000000000002,-0.15,0.0989,-0.28,0.4,145,0
Taxa de desocupação,2025-08-29,08/2025,5.9167000000000005,5.9,0.3266,5.5,6.6,9,1
Taxa de desocupação,2025-08-29,08/2025,5.8794,5.9,0.3264,5.2,7.1,67,0
IPCA Livres,2025-08-29,08/2025,0.0458,0.03,0.0711,-0.05,0.311,24,1
IPCA Livres,2025-08-29,08/2025,0.042,0.02,0.10160000000000001,-0.15,0.35000000000000003,94,0
IPCA Serviços,2025-08-29,08/2025,0.38580000000000003,0.39,0.0847,0.16,0.5135000000000001,24,1
IPCA Serviços,2025-08-29,08/2025,0.3003,0.30000000000000004,0.1143,-0.05,0.6159,93,0
IPCA Bens industrializados,2025-08-29,08/2025,0.0442,0.06,0.1032,-0.13,0.2672,22,1
IPCA Bens industrializados,2025-08-29,08/2025,0.0678,0.065,0.1241,-0.23,0.48,90,0
IPCA Alimentação no domicílio,2025-08-29,08/2025,-0.8182,-0.88,0.22010000000000002,-1.08,-0.2979,23,1
IPCA Alimentação no domicílio,2025-08-29,08/2025,-0.584,-0.63,0.2873,-1.08,0.30000000000000004,91,0
IPCA Administrados,2025-08-29,08/2025,-0.7079000000000001,-0.6702,0.1389,-1.29,-0.5143,27,1
IPCA Administrados,2025-08-29,08/2025,-0.651,-0.68,0.248,-1.3,0.4,97,0
Taxa de desocupação,2025-08-29,07/2025,5.9178,5.9,0.2994,5.6,6.6,9,1
Taxa de desocupação,2025-08-29,07/2025,5.88,5.8,0.2989,5.5,7.1,67,0
IPCA,2025-08-28,08/2027,0.1652,0.16,0.11850000000000001,-0.25,0.53,71,1
IPCA,2025-08-28,08/2027,0.17500000000000002,0.18,0.11510000000000001,-0.25,0.53,87,0
IPCA Livres,2025-08-28,08/2027,0.1376,0.14930000000000002,0.0947,-0.1573,0.35000000000000003,48,1
IPCA Livres,2025-08-28,08/2027,0.1438,0.17,0.1018,-0.1573,0.4,57,0
IPCA Serviços,2025-08-28,08/2027,0.22660000000000002,0.225,0.1303,0.05,0.8,46,1
IPCA Serviços,2025-08-28,08/2027,0.2288,0.24,0.12480000000000001,0.04,0.8,55,0
IPCA Bens industrializados,2025-08-28,08/2027,0.2074,0.21,0.0944,-0.13970000000000002,0.39,46,1
IPCA Bens industrializados,2025-08-28,08/2027,0.209,0.215,0.0951,-0.13970000000000002,0.39,54,0
IPCA Alimentação no domicílio,2025-08-28,08/2027,-0.12890000000000001,-0.14,0.33690000000000003,-0.9500000000000001,0.554,47,1
IPCA Alimentação no domicílio,2025-08-28,08/2027,-0.09140000000000001,-0.04,0.3325,-0.9500000000000001,0.554,55,0
IPCA Administrados,2025-08-28,08/2027,0.2538,0.26,0.20670000000000002,-0.5700000000000001,1.0,51,1
IPCA Administrados,2025-08-28,08/2027,0.2469,0.24830000000000002,0.195,-0.5700000000000001,1.0,60,0
IPCA,2025-08-28,07/2027,0.221,0.2019,0.1046,-0.07,0.52,77,1
IPCA,2025-08-28,07/2027,0.2202,0.21,0.0999,-0.07,0.52,100,0
Câmbio,2025-08-28,07/2027,5.616,5.6,0.2291,5.0,6.55,52,1
Câmbio,2025-08-28,07/2027,5.6152,5.6,0.22010000000000002,5.0,6.55,76,0
IPCA Livres,2025-08-28,07/2027,0.22540000000000002,0.2,0.13040000000000002,-0.0167,0.7000000000000001,53,1
IPCA Livres,2025-08-28,07/2027,0.21930000000000002,0.2,0.12250000000000001,-0.0167,0.7000000000000001,67,0
IPCA Serviços,2025-08-28,07/2027,0.4277,0.41000000000000003,0.1587,0.0,0.89,52,1
IPCA Serviços,2025-08-28,07/2027,0.41400000000000003,0.4,0.152,0.0,0.89,66,0
IPCA Bens industrializados,2025-08-28,07/2027,0.11120000000000001,0.11,0.1296,-0.24810000000000001,0.5,51,1
IPCA Bens industrializados,2025-08-28,07/2027,0.11620000000000001,0.1047,0.1232,-0.24810000000000001,0.5,64,0
IPCA Alimentação no domicílio,2025-08-28,07/2027,-0.0454,-0.07,0.3282,-0.868,1.02,51,1
IPCA Alimentação no domicílio,2025-08-28,07/2027,-0.0199,0.0,0.30610000000000004,-0.868,1.02,65,0
IPCA Administrados,2025-08-28,07/2027,0.3194,0.30000000000000004,0.21880000000000002,-0.6000000000000001,0.85,55,1
IPCA Administrados,2025-08-28,07/2027,0.3224,0.305,0.20120000000000002,-0.6000000000000001,0.85,68,0
IPCA,2025-08-28,06/2027,0.23290000000000002,0.21,0.0998,0.0,0.49,78,1
IPCA,2025-08-28,06/2027,0.2316,0.21,0.0921,0.0,0.49,103,0
Câmbio,2025-08-28,06/2027,5.6056,5.605,0.24960000000000002,4.8100000000000005,6.47,56,1
Câmbio,2025-08-28,06/2027,5.6142,5.61,0.23970000000000002,4.8100000000000005,6.47,83,0
IPCA Livres,2025-08-28,06/2027,0.2361,0.22,0.11750000000000001,-0.0507,0.51,53,1
IPCA Livres,2025-08-28,06/2027,0.2306,0.22,0.11130000000000001,-0.0507,0.51,67,0
IPCA Serviços,2025-08-28,06/2027,0.3546,0.34500000000000003,0.1008,0.13,0.65,52,1
IPCA Serviços,2025-08-28,06/2027,0.34390000000000004,0.34,0.0985,0.1,0.65,66,0
IPCA Bens industrializados,2025-08-28,06/2027,0.1468,0.15,0.1403,-0.4929,0.4219,51,1
IPCA Bens industrializados,2025-08-28,06/2027,0.15,0.15,0.1311,-0.4929,0.4219,64,0
IPCA Alimentação no domicílio,2025-08-28,06/2027,0.1053,0.06,0.28600000000000003,-0.46,0.9500000000000001,51,1
IPCA Alimentação no domicílio,2025-08-28,06/2027,0.11380000000000001,0.1,0.2621,-0.46,0.9500000000000001,65,0
IPCA Administrados,2025-08-28,06/2027,0.3059,0.28,0.20620000000000002,-0.04,1.08,56,1
IPCA Administrados,2025-08-28,06/2027,0.2995,0.2861,0.1899,-0.04,1.08,69,0
IPCA,2025-08-28,05/2027,0.262,0.27,0.08020000000000001,0.04,0.5,79,1
IPCA,2025-08-28,05/2027,0.2692,0.28,0.07680000000000001,0.04,0.5,104,0
Câmbio,2025-08-28,05/2027,5.6052,5.6,0.2253,5.0,6.39,57,1
Câmbio,2025-08-28,05/2027,5.6164000000000005,5.63,0.2263,5.0,6.39,85,0
IPCA Livres,2025-08-28,05/2027,0.2106,0.2,0.1259,-0.04,0.61,54,1
IPCA Livres,2025-08-28,05/2027,0.212,0.2,0.1173,-0.04,0.61,68,0
IPCA Serviços,2025-08-28,05/2027,0.18050000000000002,0.18,0.1521,-0.13,0.65,53,1
IPCA Serviços,2025-08-28,05/2027,0.18560000000000001,0.1844,0.1391,-0.13,0.65,67,0
IPCA Bens industrializados,2025-08-28,05/2027,0.2585,0.29,0.12150000000000001,-0.1565,0.53,51,1
IPCA Bens industrializados,2025-08-28,05/2027,0.26380000000000003,0.28,0.11080000000000001,-0.1565,0.53,64,0
IPCA Alimentação no domicílio,2025-08-28,05/2027,0.2078,0.195,0.2185,-0.4,0.89,52,1
IPCA Alimentação no domicílio,2025-08-28,05/2027,0.2177,0.2,0.2039,-0.4,0.89,66,0
IPCA Administrados,2025-08-28,05/2027,0.44720000000000004,0.42,0.2003,0.0,1.12,56,1
IPCA Administrados,2025-08-28,05/2027,0.4501,0.42,0.19,0.0,1.12,70,0
IPCA,2025-08-28,04/2027,0.35550000000000004,0.35000000000000003,0.0815,0.17,0.64,80,1
IPCA,2025-08-28,04/2027,0.3577,0.35000000000000003,0.0789,0.17,0.64,105,0
Câmbio,2025-08-28,04/2027,5.6089,5.6462,0.2359,4.8100000000000005,6.32,58,1
Câmbio,2025-08-28,04/2027,5.6221,5.65,0.23600000000000002,4.8100000000000005,6.32,86,0
IPCA Livres,2025-08-28,04/2027,0.3582,0.35000000000000003,0.0775,0.2194,0.54,54,1
IPCA Livres,2025-08-28,04/2027,0.354,0.35000000000000003,0.0757,0.17,0.54,68,0
IPCA Serviços,2025-08-28,04/2027,0.32220000000000004,0.32,0.1086,0.04,0.6000000000000001,53,1
IPCA Serviços,2025-08-28,04/2027,0.3159,0.30000000000000004,0.09960000000000001,0.04,0.6000000000000001,67,0
IPCA Bens industrializados,2025-08-28,04/2027,0.2667,0.27,0.112,-0.0386,0.56,51,1
IPCA Bens industrializados,2025-08-28,04/2027,0.2685,0.27,0.1014,-0.0386,0.56,64,0
IPCA Alimentação no domicílio,2025-08-28,04/2027,0.544,0.5,0.2485,0.2,1.58,52,1
IPCA Alimentação no domicílio,2025-08-28,04/2027,0.5306000000000001,0.5,0.24070000000000003,0.2,1.58,66,0
IPCA Administrados,2025-08-28,04/2027,0.4218,0.39,0.1752,0.11,0.93,56,1
IPCA Administrados,2025-08-28,04/2027,0.4164,0.39,0.1705,0.11,0.93,70,0
IPCA,2025-08-28,03/2027,0.3541,0.34,0.0859,0.1753,0.6000000000000001,81,1
IPCA,2025-08-28,03/2027,0.3531,0.34,0.08850000000000001,0.1753,0.64,106,0
Câmbio,2025-08-28,03/2027,5.6156,5.6474,0.20720000000000002,5.0,6.24,58,1
Câmbio,2025-08-28,03/2027,5.6131,5.65,0.2451,4.7,6.3,88,0
IPCA Livres,2025-08-28,03/2027,0.357,0.35000000000000003,0.0974,0.17,0.63,54,1
IPCA Livres,2025-08-28,03/2027,0.3543,0.35000000000000003,0.0999,0.16,0.64,68,0
IPCA Serviços,2025-08-28,03/2027,0.3019,0.29,0.1211,0.06,0.71,53,1
IPCA Serviços,2025-08-28,03/2027,0.2982,0.29,0.11420000000000001,0.0523,0.71,67,0
IPCA Bens industrializados,2025-08-28,03/2027,0.2538,0.25,0.10590000000000001,-0.19090000000000001,0.42710000000000004,51,1
IPCA Bens industrializados,2025-08-28,03/2027,0.2558,0.26330000000000003,0.0975,-0.19090000000000001,0.42710000000000004,64,0
IPCA Alimentação no domicílio,2025-08-28,03/2027,0.6157,0.5856,0.24180000000000001,0.13,1.4,52,1
IPCA Alimentação no domicílio,2025-08-28,03/2027,0.5901000000000001,0.58,0.2401,0.13,1.4,66,0
IPCA Administrados,2025-08-28,03/2027,0.353,0.335,0.16440000000000002,0.1,1.21,56,1
IPCA Administrados,2025-08-28,03/2027,0.3628,0.35000000000000003,0.165,0.1,1.21,70,0
IGP-M,2025-08-28,02/2027,0.15,0.15,0.0,0.15,0.15,1,1
IGP-M,2025-08-28,02/2027,0.15,0.15,0.0,0.15,0.15,1,0
IPCA,2025-08-28,02/2027,0.5677,0.56,0.15230000000000002,0.28,1.2883,82,1
IPCA,2025-08-28,02/2027,0.5567,0.56,0.1477,0.2,1.2883,107,0
Câmbio,2025-08-28,02/2027,5.6190999999999995,5.6429,0.1955,5.0,6.16,58,1
Câmbio,2025-08-28,02/2027,5.6218,5.65,0.22920000000000001,4.8,6.3,89,0
IPCA Livres,2025-08-28,02/2027,0.5947,0.6000000000000001,0.1317,0.1,0.81,55,1
IPCA Livres,2025-08-28,02/2027,0.5834,0.6000000000000001,0.1383,0.1,0.81,69,0
IPCA Serviços,2025-08-28,02/2027,0.8727,0.96,0.2328,0.1,1.27,54,1
IPCA Serviços,2025-08-28,02/2027,0.8696,0.9475,0.2273,0.1,1.27,68,0
IPCA Bens industrializados,2025-08-28,02/2027,0.2816,0.28500000000000003,0.1414,-0.01,0.81,52,1
IPCA Bens industrializados,2025-08-28,02/2027,0.2896,0.30000000000000004,0.13340000000000002,-0.01,0.81,65,0
IPCA Alimentação no domicílio,2025-08-28,02/2027,0.46190000000000003,0.41000000000000003,0.2131,0.0,0.9,53,1
IPCA Alimentação no domicílio,2025-08-28,02/2027,0.44160000000000005,0.41000000000000003,0.20500000000000002,0.0,0.9,67,0
IPCA Administrados,2025-08-28,02/2027,0.42150000000000004,0.4,0.1756,0.11,0.85,57,1
IPCA Administrados,2025-08-28,02/2027,0.4072,0.4,0.1661,0.11,0.85,71,0
IGP-M,2025-08-28,01/2027,0.3785,0.37,0.1134,0.1,0.6900000000000001,39,1
IGP-M,2025-08-28,01/2027,0.3793,0.36,0.10830000000000001,0.1,0.6900000000000001,55,0
IPCA,2025-08-28,01/2027,0.38870000000000005,0.395,0.11750000000000001,0.0,0.6900000000000001,84,1
IPCA,2025-08-28,01/2027,0.3895,0.4,0.11460000000000001,0.0,0.6900000000000001,109,0
Câmbio,2025-08-28,01/2027,5.6177,5.6276,0.18910000000000002,5.0,6.08,59,1
Câmbio,2025-08-28,01/2027,5.6251999999999995,5.645,0.215,4.95,6.3,92,0
IPCA Livres,2025-08-28,01/2027,0.4408,0.44,0.1192,0.12,0.8,55,1
IPCA Livres,2025-08-28,01/2027,0.4414,0.44,0.1199,0.12,0.8,69,0
IPCA Serviços,2025-08-28,01/2027,0.4012,0.38,0.1376,0.15,0.91,54,1
IPCA Serviços,2025-08-28,01/2027,0.4026,0.385,0.12860000000000002,0.15,0.91,68,0
IPCA Bens industrializados,2025-08-28,01/2027,0.2545,0.25,0.0988,-0.04,0.48,52,1
IPCA Bens industrializados,2025-08-28,01/2027,0.2662,0.26,0.0976,-0.04,0.48,65,0
IPCA Alimentação no domicílio,2025-08-28,01/2027,0.8059000000000001,0.8336,0.2874,0.22,1.3900000000000001,53,1
IPCA Alimentação no domicílio,2025-08-28,01/2027,0.7738,0.8,0.3048,-0.1,1.3900000000000001,67,0
IPCA Administrados,2025-08-28,01/2027,0.3639,0.36,0.131,-0.12,0.75,57,1
IPCA Administrados,2025-08-28,01/2027,0.3569,0.36,0.1282,-0.12,0.75,71,0
IGP-M,2025-08-28,12/2026,0.42850000000000005,0.4,0.2079,-0.03,1.0,43,1
IGP-M,2025-08-28,12/2026,0.4274,0.398,0.19240000000000002,-0.03,1.0,64,0
IPCA,2025-08-28,12/2026,0.5078,0.51,0.1073,0.026600000000000002,0.8117000000000001,101,1
