Indicador,IndicadorDetalhe,Data,DataReferencia,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
Balança comercial,Exportações,2002-05-02,2004,69.98,69.62,3.84,64.0,80.5,,0
Balança comercial,Exportações,2002-05-02,2005,75.15,73.21,5.65,68.0,90.8,,0
Balança comercial,Exportações,2002-05-02,2006,78.29,78.0,4.84,71.0,85.7,,0
Balança comercial,Exportações,2002-05-03,2002,58.8,59.0,2.46,54.4,64.0,,0
Balança comercial,Exportações,2002-05-03,2003,64.18,64.0,2.93,59.0,72.4,,0
Balança comercial,Exportações,2002-05-03,2004,70.06,69.62,3.86,64.0,80.5,,0
Balança comercial,Exportações,2002-05-03,2005,75.43,73.91,5.64,68.0,90.8,,0
Balança comercial,Exportações,2002-05-03,2006,78.89,79.0,4.96,71.0,85.7,,0
Balança comercial,Exportações,2002-05-06,2002,58.84,59.0,2.41,54.4,64.0,,0
Balança comercial,Exportações,2002-05-06,2003,64.15,64.0,2.96,59.0,72.4,,0
Balança comercial,Exportações,2002-05-06,2004,70.06,69.62,3.86,64.0,80.5,,0
Balança comercial,Exportações,2002-05-06,2005,75.43,73.91,5.64,68.0,90.8,,0
Balança comercial,Exportações,2002-05-06,2006,78.89,79.0,4.96,71.0,85.7,,0
Balança comercial,Exportações,2002-05-07,2002,58.84,59.0,2.42,54.4,64.0,,0
Balança comercial,Exportações,2002-05-07,2003,64.16,64.0,2.93,59.0,72.4,,0
Balança comercial,Exportações,2002-05-07,2004,70.06,69.62,3.86,64.0,80.5,,0
Balança comercial,Exportações,2002-05-07,2005,75.43,73.91,5.64,68.0,90.8,,0
Balança comercial,Exportações,2002-05-07,2006,78.89,79.0,4.96,71.0,85.7,,0
Balança comercial,Exportações,2002-05-08,2002,58.84,59.0,2.41,54.4,64.0,,0
Balança comercial,Exportações,2002-05-08,2003,64.16,64.0,2.93,59.0,72.4,,0
Balança comercial,Exportações,2002-05-08,2004,70.02,69.62,3.85,64.0,80.5,,0
Balança comercial,Exportações,2002-05-08,2005,75.43,73.91,5.64,68.0,90.8,,0
Balança comercial,Exportações,2002-05-08,2006,78.96,79.0,5.06,71.0,86.0,,0
Balança comercial,Exportações,2002-05-09,2002,58.85,59.0,2.36,54.4,64.0,,0
Balança comercial,Exportações,2002-05-09,2003,64.1,64.0,2.87,59.0,72.4,,0
Balança comercial,Exportações,2002-05-09,2004,69.92,69.31,3.8200000000000003,64.0,80.5,,0
Balança comercial,Exportações,2002-05-09,2005,75.36,74.0,5.51,68.0,90.8,,0
Balança comercial,Exportações,2002-05-09,2006,78.87,78.5,4.9,71.0,86.0,,0
Balança comercial,Exportações,2002-05-10,2002,58.81,59.0,2.37,54.4,64.0,,0
Balança comercial,Exportações,2002-05-10,2003,63.96,64.0,2.92,59.0,72.4,,0
Balança comercial,Exportações,2002-05-10,2004,69.92,69.31,3.8200000000000003,64.0,80.5,,0
Balança comercial,Exportações,2002-05-10,2005,75.36,74.0,5.51,68.0,90.8,,0
Balança comercial,Exportações,2002-05-10,2006,78.87,78.5,4.9,71.0,86.0,,0
Balança comercial,Exportações,2002-05-13,2002,58.89,59.0,2.36,54.4,64.0,,0
Balança comercial,Exportações,2002-05-13,2003,64.01,64.0,3.07,58.7,72.4,,0
Balança comercial,Exportações,2002-05-13,2004,69.5,68.5,3.92,64.0,80.5,,0
Balança comercial,Exportações,2002-05-13,2005,75.05,73.81,5.54,68.0,90.8,,0
Balança comercial,Exportações,2002-05-13,2006,78.43,77.75,4.72,71.0,86.0,,0
Balança comercial,Exportações,2002-05-14,2002,58.89,59.0,2.36,54.4,64.0,,0
Balança comercial,Exportações,2002-05-14,2003,63.98,64.0,3.09,58.7,72.4,,0
Balança comercial,Exportações,2002-05-14,2004,69.43,68.4,3.94,64.0,80.5,,0
Balança comercial,Exportações,2002-05-14,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-14,2006,76.91,77.25,6.9,57.7,86.0,,0
Balança comercial,Exportações,2002-05-15,2002,58.9,59.0,2.36,54.4,64.0,,0
Balança comercial,Exportações,2002-05-15,2003,63.98,64.0,3.09,58.7,72.4,,0
Balança comercial,Exportações,2002-05-15,2004,69.43,68.4,3.94,64.0,80.5,,0
Balança comercial,Exportações,2002-05-15,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-15,2006,76.91,77.25,6.9,57.7,86.0,,0
Balança comercial,Exportações,2002-05-16,2002,58.91,59.0,2.38,54.4,64.0,,0
Balança comercial,Exportações,2002-05-16,2003,63.96,64.0,3.11,58.7,72.4,,0
Balança comercial,Exportações,2002-05-16,2004,69.43,68.4,3.94,64.0,80.5,,0
Balança comercial,Exportações,2002-05-16,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-16,2006,76.91,77.25,6.9,57.7,86.0,,0
Balança comercial,Exportações,2002-05-17,2002,58.75,59.0,2.46,54.4,64.0,,0
Balança comercial,Exportações,2002-05-17,2003,63.74,64.0,3.19,58.7,72.4,,0
Balança comercial,Exportações,2002-05-17,2004,69.34,68.4,4.1,61.5,80.5,,0
Balança comercial,Exportações,2002-05-17,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-17,2006,76.91,77.25,6.9,57.7,86.0,,0
Balança comercial,Exportações,2002-05-20,2002,58.64,59.0,2.47,54.4,64.0,,0
Balança comercial,Exportações,2002-05-20,2003,63.56,63.68,3.23,58.27,72.4,,0
Balança comercial,Exportações,2002-05-20,2004,68.96,68.0,4.26,61.5,80.5,,0
Balança comercial,Exportações,2002-05-20,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-20,2006,76.91,77.25,6.9,57.7,86.0,,0
Balança comercial,Exportações,2002-05-21,2002,58.63,59.0,2.46,54.4,64.0,,0
Balança comercial,Exportações,2002-05-21,2003,63.56,63.68,3.23,58.27,72.4,,0
Balança comercial,Exportações,2002-05-21,2004,68.96,68.0,4.26,61.5,80.5,,0
Balança comercial,Exportações,2002-05-21,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-21,2006,76.91,77.25,6.9,57.7,86.0,,0
Balança comercial,Exportações,2002-05-22,2002,58.53,58.85,2.48,54.4,64.0,,0
Balança comercial,Exportações,2002-05-22,2003,63.53,63.59,3.2,58.27,72.4,,0
Balança comercial,Exportações,2002-05-22,2004,68.96,68.0,4.26,61.5,80.5,,0
Balança comercial,Exportações,2002-05-22,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-22,2006,76.91,77.25,6.9,57.7,86.0,,0
Balança comercial,Exportações,2002-05-23,2002,58.5,58.85,2.5,54.4,64.0,,0
Balança comercial,Exportações,2002-05-23,2003,63.34,63.4,3.17,58.27,72.4,,0
Balança comercial,Exportações,2002-05-23,2004,68.7,67.9,4.14,61.5,80.5,,0
Balança comercial,Exportações,2002-05-23,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-23,2006,77.04,77.25,6.98,57.7,86.0,,0
Balança comercial,Exportações,2002-05-24,2002,58.39,58.5,2.5300000000000002,54.4,64.0,,0
Balança comercial,Exportações,2002-05-24,2003,63.21,63.1,3.18,58.27,72.4,,0
Balança comercial,Exportações,2002-05-24,2004,68.64,67.8,4.07,61.5,80.5,,0
Balança comercial,Exportações,2002-05-24,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-24,2006,77.04,77.25,6.98,57.7,86.0,,0
Balança comercial,Exportações,2002-05-27,2002,58.42,58.5,2.5,54.4,64.0,,0
Balança comercial,Exportações,2002-05-27,2003,63.23,63.2,3.19,58.27,72.4,,0
Balança comercial,Exportações,2002-05-27,2004,68.44,67.73,4.14,61.5,80.5,,0
Balança comercial,Exportações,2002-05-27,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-27,2006,77.04,77.25,6.98,57.7,86.0,,0
Balança comercial,Exportações,2002-05-28,2002,58.41,58.5,2.51,54.4,64.0,,0
Balança comercial,Exportações,2002-05-28,2003,63.23,63.2,3.19,58.27,72.4,,0
Balança comercial,Exportações,2002-05-28,2004,68.44,67.73,4.14,61.5,80.5,,0
Balança comercial,Exportações,2002-05-28,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-28,2006,73.43,77.25,20.14,0.0,86.0,,0
Balança comercial,Exportações,2002-05-29,2002,58.38,58.15,2.51,54.4,64.0,,0
Balança comercial,Exportações,2002-05-29,2003,63.23,63.2,3.19,58.27,72.4,,0
Balança comercial,Exportações,2002-05-29,2004,68.44,67.73,4.14,61.5,80.5,,0
Balança comercial,Exportações,2002-05-29,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-29,2006,73.43,77.25,20.14,0.0,86.0,,0
Balança comercial,Exportações,2002-05-31,2002,58.33,58.0,2.51,54.4,64.0,,0
Balança comercial,Exportações,2002-05-31,2003,62.96,62.74,3.16,58.27,72.4,,0
Balança comercial,Exportações,2002-05-31,2004,68.44,67.73,4.14,61.5,80.5,,0
Balança comercial,Exportações,2002-05-31,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-05-31,2006,73.43,77.25,20.14,0.0,86.0,,0
Balança comercial,Exportações,2002-06-03,2002,58.32,58.0,2.51,54.4,64.0,,0
Balança comercial,Exportações,2002-06-03,2003,62.96,62.74,3.16,58.27,72.4,,0
Balança comercial,Exportações,2002-06-03,2004,68.44,67.73,4.14,61.5,80.5,,0
Balança comercial,Exportações,2002-06-03,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-06-03,2006,78.41,77.75,4.71,71.0,86.0,,0
Balança comercial,Exportações,2002-06-04,2002,58.31,58.0,2.52,54.4,64.0,,0
Balança comercial,Exportações,2002-06-04,2003,62.94,62.74,3.18,58.27,72.4,,0
Balança comercial,Exportações,2002-06-04,2004,68.44,67.73,4.14,61.5,80.5,,0
Balança comercial,Exportações,2002-06-04,2005,75.0,72.71,5.55,68.0,90.8,,0
Balança comercial,Exportações,2002-06-04,2006,78.41,77.75,4.71,71.0,86.0,,0
Balança comercial,Exportações,2002-06-05,2002,58.23,58.0,2.55,54.4,64.0,,0
Balança comercial,Exportações,2002-06-05,2003,62.82,62.4,3.12,58.27,72.4,,0
Balança comercial,Exportações,2002-06-05,2004,68.49,67.9,4.12,61.5,80.5,,0
Balança comercial,Exportações,2002-06-05,2005,75.3,74.0,5.41,68.0,90.8,,0
Balança comercial,Exportações,2002-06-05,2006,79.11,78.5,4.64,71.0,86.0,,0
Balança comercial,Exportações,2002-06-06,2002,58.24,58.0,2.5300000000000002,54.4,64.0,,0
Balança comercial,Exportações,2002-06-06,2003,62.82,62.4,3.12,58.27,72.4,,0
Balança comercial,Exportações,2002-06-06,2004,68.49,67.9,4.12,61.5,80.5,,0
Balança comercial,Exportações,2002-06-06,2005,75.3,74.0,5.41,68.0,90.8,,0
Balança comercial,Exportações,2002-06-06,2006,79.11,78.5,4.64,71.0,86.0,,0
Balança comercial,Exportações,2002-06-07,2002,58.24,58.0,2.5300000000000002,54.4,64.0,,0
Balança comercial,Exportações,2002-06-07,2003,62.82,62.4,3.12,58.27,72.4,,0
Balança comercial,Exportações,2002-06-07,2004,68.49,67.9,4.12,61.5,80.5,,0
Balança comercial,Exportações,2002-06-07,2005,75.3,74.0,5.41,68.0,90.8,,0
Balança comercial,Exportações,2002-06-07,2006,79.11,78.5,4.64,71.0,86.0,,0
Balança comercial,Exportações,2002-06-10,2002,58.11,58.0,2.47,54.4,64.0,,0
Balança comercial,Exportações,2002-06-10,2003,62.71,62.25,3.08,58.27,72.4,,0
Balança comercial,Exportações,2002-06-10,2004,68.67,68.0,4.16,61.5,80.5,,0
Balança comercial,Exportações,2002-06-10,2005,75.54,74.0,5.46,68.0,90.8,,0
Balança comercial,Exportações,2002-06-10,2006,79.64,79.31,4.92,71.0,86.0,,0
Balança comercial,Exportações,2002-06-11,2002,58.05,57.99,2.43,54.4,64.0,,0
Balança comercial,Exportações,2002-06-11,2003,62.71,62.25,3.08,58.27,72.4,,0
Balança comercial,Exportações,2002-06-11,2004,68.67,68.0,4.16,61.5,80.5,,0
Balança comercial,Exportações,2002-06-11,2005,75.54,74.0,5.46,68.0,90.8,,0
Balança comercial,Exportações,2002-06-11,2006,79.64,79.31,4.92,71.0,86.0,,0
Balança comercial,Exportações,2002-06-12,2002,58.04,57.99,2.42,54.4,64.0,,0
Balança comercial,Exportações,2002-06-12,2003,62.71,62.25,3.08,58.27,72.4,,0
Balança comercial,Exportações,2002-06-12,2004,68.67,68.0,4.16,61.5,80.5,,0
Balança comercial,Exportações,2002-06-12,2005,75.54,74.0,5.46,68.0,90.8,,0
Balança comercial,Exportações,2002-06-12,2006,79.64,79.31,4.92,71.0,86.0,,0
Balança comercial,Exportações,2002-06-13,2002,58.03,57.99,2.44,53.6,64.0,,0
Balança comercial,Exportações,2002-06-13,2003,62.71,62.25,3.07,58.27,72.4,,0
Balança comercial,Exportações,2002-06-13,2004,68.67,68.0,4.16,61.5,80.5,,0
Balança comercial,Exportações,2002-06-13,2005,75.54,74.0,5.46,68.0,90.8,,0
Balança comercial,Exportações,2002-06-13,2006,79.64,79.31,4.92,71.0,86.0,,0
Balança comercial,Exportações,2002-06-14,2002,57.92,57.99,2.36,53.6,64.0,,0
Balança comercial,Exportações,2002-06-14,2003,62.49,62.1,2.73,58.27,71.5,,0
Balança comercial,Exportações,2002-06-14,2004,68.67,68.0,4.16,61.5,80.5,,0
Balança comercial,Exportações,2002-06-14,2005,75.54,74.0,5.46,68.0,90.8,,0
Balança comercial,Exportações,2002-06-14,2006,79.64,79.31,4.92,71.0,86.0,,0
Balança comercial,Exportações,2002-06-17,2002,57.82,57.3,2.32,53.6,63.0,,0
Balança comercial,Exportações,2002-06-17,2003,62.56,62.1,2.71,58.27,71.5,,0
Balança comercial,Exportações,2002-06-17,2004,68.95,68.0,3.98,62.35,80.5,,0
Balança comercial,Exportações,2002-06-17,2005,75.58,74.0,5.43,68.0,90.8,,0
Balança comercial,Exportações,2002-06-17,2006,79.68,79.31,4.91,71.0,86.0,,0
Balança comercial,Exportações,2002-06-18,2002,57.72,57.06,2.32,53.6,63.0,,0
Balança comercial,Exportações,2002-06-18,2003,62.49,62.0,2.73,58.3,71.5,,0
Balança comercial,Exportações,2002-06-18,2004,68.69,68.0,4.15,61.5,80.5,,0
Balança comercial,Exportações,2002-06-18,2005,75.58,74.0,5.43,68.0,90.8,,0
Balança comercial,Exportações,2002-06-18,2006,79.68,79.31,4.91,71.0,86.0,,0
Balança comercial,Exportações,2002-06-19,2002,57.7,57.06,2.35,53.6,63.0,,0
Balança comercial,Exportações,2002-06-19,2003,62.49,62.0,2.73,58.3,71.5,,0
Balança comercial,Exportações,2002-06-19,2004,68.69,68.0,4.15,61.5,80.5,,0
Balança comercial,Exportações,2002-06-19,2005,75.58,74.0,5.43,68.0,90.8,,0
Balança comercial,Exportações,2002-06-19,2006,79.68,79.31,4.91,71.0,86.0,,0
Balança comercial,Exportações,2002-06-20,2002,57.69,57.06,2.32,53.6,63.0,,0
Balança comercial,Exportações,2002-06-20,2003,62.47,62.0,2.71,58.3,71.5,,0
Balança comercial,Exportações,2002-06-20,2004,68.53,68.0,4.17,61.5,80.5,,0
Balança comercial,Exportações,2002-06-20,2005,75.33,73.35,5.43,68.0,90.8,,0
Balança comercial,Exportações,2002-06-20,2006,79.4,79.0,4.88,71.0,86.0,,0
Balança comercial,Exportações,2002-06-21,2002,57.66,57.03,2.32,53.6,63.0,,0
Balança comercial,Exportações,2002-06-21,2003,62.46,62.0,2.73,58.3,71.5,,0
Balança comercial,Exportações,2002-06-21,2004,68.53,68.0,4.17,61.5,80.5,,0
Balança comercial,Exportações,2002-06-21,2005,75.33,73.35,5.43,68.0,90.8,,0
Balança comercial,Exportações,2002-06-21,2006,79.4,79.0,4.88,71.0,86.0,,0
Balança comercial,Exportações,2002-06-24,2002,57.45,57.0,2.31,53.6,63.0,,0
Balança comercial,Exportações,2002-06-24,2003,62.46,62.0,2.76,58.3,71.5,,0
Balança comercial,Exportações,2002-06-24,2004,68.59,68.0,4.23,61.5,80.5,,0
Balança comercial,Exportações,2002-06-24,2005,75.33,73.35,5.43,68.0,90.8,,0
Balança comercial,Exportações,2002-06-24,2006,79.4,79.0,4.88,71.0,86.0,,0
Balança comercial,Exportações,2002-06-25,2002,57.45,57.0,2.31,53.6,63.0,,0
Balança comercial,Exportações,2002-06-25,2003,62.46,62.0,2.76,58.3,71.5,,0
Balança comercial,Exportações,2002-06-25,2004,68.59,68.0,4.23,61.5,80.5,,0
Balança comercial,Exportações,2002-06-25,2005,75.33,73.35,5.43,68.0,90.8,,0
Balança comercial,Exportações,2002-06-25,2006,79.4,79.0,4.88,71.0,86.0,,0
Balança comercial,Exportações,2002-06-26,2002,57.38,57.0,2.35,53.6,63.0,,0
Balança comercial,Exportações,2002-06-26,2003,62.39,62.0,2.7800000000000002,58.3,71.5,,0
Balança comercial,Exportações,2002-06-26,2004,68.59,68.0,4.23,61.5,80.5,,0
Balança comercial,Exportações,2002-06-26,2005,75.33,73.35,5.43,68.0,90.8,,0
Balança comercial,Exportações,2002-06-26,2006,79.4,79.0,4.88,71.0,86.0,,0
Balança comercial,Exportações,2002-06-27,2002,57.4,57.0,2.36,53.6,63.0,,0
Balança comercial,Exportações,2002-06-27,2003,62.39,62.0,2.7800000000000002,58.3,71.5,,0
Balança comercial,Exportações,2002-06-27,2004,68.59,68.0,4.23,61.5,80.5,,0
Balança comercial,Exportações,2002-06-27,2005,75.33,73.35,5.43,68.0,90.8,,0
Balança comercial,Exportações,2002-06-27,2006,79.4,79.0,4.88,71.0,86.0,,0
Balança comercial,Exportações,2002-06-28,2002,57.19,56.89,2.33,53.6,63.0,,0
Balança comercial,Exportações,2002-06-28,2003,62.12,61.8,2.8,58.3,71.5,,0
Balança comercial,Exportações,2002-06-28,2004,68.52,67.9,4.24,61.5,80.5,,0
Balança comercial,Exportações,2002-06-28,2005,75.23,72.65,5.47,68.0,90.8,,0
Balança comercial,Exportações,2002-06-28,2006,79.34,78.0,4.9,71.0,86.0,,0
Balança comercial,Exportações,2002-07-01,2002,57.22,56.97,2.42,53.2,63.0,,0
Balança comercial,Exportações,2002-07-01,2003,62.09,61.9,2.87,57.0,71.5,,0
Balança comercial,Exportações,2002-07-01,2004,68.35,67.83,4.37,61.0,80.5,,0
Balança comercial,Exportações,2002-07-01,2005,75.36,72.71,5.58,68.0,90.8,,0
Balança comercial,Exportações,2002-07-01,2006,79.43,78.81,5.04,71.0,86.0,,0
Balança comercial,Exportações,2002-07-02,2002,57.19,56.97,2.42,53.2,63.0,,0
Balança comercial,Exportações,2002-07-02,2003,62.0,61.8,2.89,57.0,71.5,,0
Balança comercial,Exportações,2002-07-02,2004,68.19,67.66,4.37,61.0,80.5,,0
Balança comercial,Exportações,2002-07-02,2005,75.04,72.65,5.64,68.0,90.8,,0
Balança comercial,Exportações,2002-07-02,2006,79.07,78.0,5.1,71.0,86.0,,0
Balança comercial,Exportações,2002-07-03,2002,57.17,56.89,2.42,53.2,63.0,,0
Balança comercial,Exportações,2002-07-03,2003,62.01,61.8,2.89,57.0,71.5,,0
Balança comercial,Exportações,2002-07-03,2004,68.19,67.66,4.37,61.0,80.5,,0
Balança comercial,Exportações,2002-07-03,2005,75.04,72.65,5.64,68.0,90.8,,0
Balança comercial,Exportações,2002-07-03,2006,79.07,78.0,5.1,71.0,86.0,,0
Balança comercial,Exportações,2002-07-04,2002,56.95,56.4,2.46,51.5,63.0,,0
Balança comercial,Exportações,2002-07-04,2003,61.81,61.6,3.07,54.2,71.5,,0
Balança comercial,Exportações,2002-07-04,2004,68.17,67.2,4.38,61.0,80.5,,0
Balança comercial,Exportações,2002-07-04,2005,75.02,72.55,5.65,68.0,90.8,,0
Balança comercial,Exportações,2002-07-04,2006,79.04,78.0,5.1,71.0,86.0,,0
Balança comercial,Exportações,2002-07-05,2002,56.8,56.3,2.42,51.5,63.0,,0
Balança comercial,Exportações,2002-07-05,2003,61.53,61.1,2.96,54.2,71.5,,0
Balança comercial,Exportações,2002-07-05,2004,67.86,67.12,4.18,61.0,80.5,,0
Balança comercial,Exportações,2002-07-05,2005,74.56,72.52,5.41,68.0,90.8,,0
Balança comercial,Exportações,2002-07-05,2006,79.08,78.52,4.95,71.0,86.0,,0
Balança comercial,Exportações,2002-07-08,2002,56.51,56.2,2.27,51.5,63.0,,0
Balança comercial,Exportações,2002-07-08,2003,61.13,61.0,2.52,54.2,66.0,,0
Balança comercial,Exportações,2002-07-08,2004,67.25,67.06,3.37,61.0,72.5,,0
Balança comercial,Exportações,2002-07-08,2005,73.61,72.5,3.95,68.0,80.0,,0
Balança comercial,Exportações,2002-07-08,2006,79.44,79.03,5.06,71.0,86.0,,0
Balança comercial,Exportações,2002-07-09,2002,56.45,56.2,2.34,51.5,63.0,,0
Balança comercial,Exportações,2002-07-09,2003,61.09,61.0,2.5700000000000003,54.2,66.0,,0
Balança comercial,Exportações,2002-07-09,2004,67.15,67.06,3.55,60.0,72.5,,0
Balança comercial,Exportações,2002-07-09,2005,73.61,72.5,3.95,68.0,80.0,,0
Balança comercial,Exportações,2002-07-09,2006,79.44,79.03,5.06,71.0,86.0,,0
Balança comercial,Exportações,2002-07-10,2002,56.42,56.1,2.34,51.5,63.0,,0
Balança comercial,Exportações,2002-07-10,2003,61.1,61.0,2.62,54.2,66.0,,0
Balança comercial,Exportações,2002-07-10,2004,67.3,67.12,3.58,60.0,72.5,,0
Balança comercial,Exportações,2002-07-10,2005,73.86,72.52,4.03,68.0,80.0,,0
Balança comercial,Exportações,2002-07-10,2006,79.44,79.03,5.06,71.0,86.0,,0
Balança comercial,Exportações,2002-07-11,2002,56.36,56.0,2.34,51.5,63.0,,0
Balança comercial,Exportações,2002-07-11,2003,61.0,61.0,2.5700000000000003,54.2,66.0,,0
Balança comercial,Exportações,2002-07-11,2004,67.13,67.06,3.5300000000000002,60.0,72.5,,0
Balança comercial,Exportações,2002-07-11,2005,73.61,72.5,3.95,68.0,80.0,,0
Balança comercial,Exportações,2002-07-11,2006,79.08,78.52,4.94,71.0,86.0,,0
Balança comercial,Exportações,2002-07-12,2002,56.22,56.0,2.44,50.5,63.0,,0
Balança comercial,Exportações,2002-07-12,2003,60.92,60.5,2.54,54.2,66.0,,0
Balança comercial,Exportações,2002-07-12,2004,67.3,67.12,3.58,60.0,72.5,,0
Balança comercial,Exportações,2002-07-12,2005,73.86,72.52,4.03,68.0,80.0,,0
Balança comercial,Exportações,2002-07-12,2006,79.44,79.03,5.06,71.0,86.0,,0
Balança comercial,Exportações,2002-07-15,2002,56.24,56.0,2.42,50.5,63.0,,0
Balança comercial,Exportações,2002-07-15,2003,60.9,60.4,2.51,54.2,66.0,,0
Balança comercial,Exportações,2002-07-15,2004,67.3,67.12,3.58,60.0,72.5,,0
Balança comercial,Exportações,2002-07-15,2005,73.86,72.52,4.03,68.0,80.0,,0
Balança comercial,Exportações,2002-07-15,2006,79.44,79.03,5.06,71.0,86.0,,0
Balança comercial,Exportações,2002-07-16,2002,56.2,56.0,2.45,50.5,63.0,,0
Balança comercial,Exportações,2002-07-16,2003,60.9,60.5,2.52,54.2,66.0,,0
Balança comercial,Exportações,2002-07-16,2004,67.25,67.0,3.5300000000000002,60.0,72.5,,0
Balança comercial,Exportações,2002-07-16,2005,73.82,72.52,4.05,68.0,80.0,,0
Balança comercial,Exportações,2002-07-16,2006,79.39,78.06,5.07,71.0,86.0,,0
Balança comercial,Exportações,2002-07-17,2002,56.12,56.0,2.49,50.5,63.0,,0
Balança comercial,Exportações,2002-07-17,2003,60.83,60.6,2.6,54.2,66.0,,0
Balança comercial,Exportações,2002-07-17,2004,67.25,67.0,3.5300000000000002,60.0,72.5,,0
Balança comercial,Exportações,2002-07-17,2005,73.82,72.52,4.05,68.0,80.0,,0
Balança comercial,Exportações,2002-07-17,2006,79.39,78.06,5.07,71.0,86.0,,0
Balança comercial,Exportações,2002-07-18,2002,56.12,56.0,2.48,50.5,63.0,,0
Balança comercial,Exportações,2002-07-18,2003,60.84,60.73,2.58,54.2,66.0,,0
Balança comercial,Exportações,2002-07-18,2004,67.2,67.0,3.47,60.0,72.5,,0
Balança comercial,Exportações,2002-07-18,2005,73.72,72.52,3.95,68.0,80.0,,0
Balança comercial,Exportações,2002-07-18,2006,79.39,78.06,5.07,71.0,86.0,,0
Balança comercial,Exportações,2002-07-19,2002,56.11,56.0,2.52,50.5,63.0,,0
Balança comercial,Exportações,2002-07-19,2003,60.86,60.7,2.59,54.2,66.0,,0
Balança comercial,Exportações,2002-07-19,2004,67.08,67.0,3.35,60.0,72.5,,0
Balança comercial,Exportações,2002-07-19,2005,73.43,72.5,3.7800000000000002,68.0,79.0,,0
Balança comercial,Exportações,2002-07-19,2006,79.36,78.03,5.21,71.0,86.0,,0
Balança comercial,Exportações,2002-07-22,2002,56.08,56.0,2.5,50.5,63.0,,0
Balança comercial,Exportações,2002-07-22,2003,60.89,60.73,2.61,54.2,66.0,,0
Balança comercial,Exportações,2002-07-22,2004,67.19,67.0,3.36,60.0,72.5,,0
Balança comercial,Exportações,2002-07-22,2005,73.6,72.52,3.8,68.0,79.0,,0
Balança comercial,Exportações,2002-07-22,2006,79.61,78.06,5.26,71.0,86.0,,0
Balança comercial,Exportações,2002-07-23,2002,56.04,55.9,2.52,50.5,63.0,,0
Balança comercial,Exportações,2002-07-23,2003,60.86,60.6,2.6,54.2,66.0,,0
Balança comercial,Exportações,2002-07-23,2004,67.19,67.0,3.36,60.0,72.5,,0
Balança comercial,Exportações,2002-07-23,2005,73.6,72.52,3.8,68.0,79.0,,0
Balança comercial,Exportações,2002-07-23,2006,79.61,78.06,5.26,71.0,86.0,,0
Balança comercial,Exportações,2002-07-24,2002,56.03,55.9,2.5300000000000002,50.5,63.0,,0
Balança comercial,Exportações,2002-07-24,2003,60.86,60.6,2.6,54.2,66.0,,0
Balança comercial,Exportações,2002-07-24,2004,67.19,67.0,3.36,60.0,72.5,,0
Balança comercial,Exportações,2002-07-24,2005,73.6,72.52,3.8,68.0,79.0,,0
Balança comercial,Exportações,2002-07-24,2006,79.61,78.06,5.26,71.0,86.0,,0
Balança comercial,Exportações,2002-07-25,2002,56.01,55.8,2.52,50.5,63.0,,0
Balança comercial,Exportações,2002-07-25,2003,60.87,60.7,2.56,54.2,66.0,,0
Balança comercial,Exportações,2002-07-25,2004,67.36,67.0,3.42,60.0,72.5,,0
Balança comercial,Exportações,2002-07-25,2005,73.9,72.54,3.96,68.0,80.0,,0
Balança comercial,Exportações,2002-07-25,2006,79.63,78.93,5.1,71.0,86.0,,0
Balança comercial,Exportações,2002-07-26,2002,55.88,55.25,2.5300000000000002,50.5,63.0,,0
Balança comercial,Exportações,2002-07-26,2003,60.76,60.3,2.59,54.2,66.0,,0
Balança comercial,Exportações,2002-07-26,2004,67.2,67.0,3.52,60.0,72.5,,0
Balança comercial,Exportações,2002-07-26,2005,73.67,72.54,4.17,68.0,80.0,,0
Balança comercial,Exportações,2002-07-26,2006,79.36,78.93,5.33,71.0,86.0,,0
Balança comercial,Exportações,2002-07-29,2002,55.83,55.13,2.46,50.5,63.0,,0
Balança comercial,Exportações,2002-07-29,2003,60.51,60.0,2.81,53.6,66.0,,0
Balança comercial,Exportações,2002-07-29,2004,67.28,67.1,3.55,60.0,72.5,,0
Balança comercial,Exportações,2002-07-29,2005,73.96,72.57,4.06,68.0,80.0,,0
