Indicador,Data,Reuniao,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
Selic,2025-08-18,R7/2025,14.9755,15.0,0.0893,14.5,15.0,51,1
Selic,2025-08-18,R7/2025,14.9862,15.0,0.0723,14.5,15.0,127,0
Selic,2025-08-18,R6/2025,15.0,15.0,0.0,15.0,15.0,51,1
Selic,2025-08-18,R6/2025,15.0,15.0,0.0,15.0,15.0,127,0
Selic,2025-08-15,R5/2027,10.9113,11.0,0.9037000000000001,9.25,12.5,31,1
Selic,2025-08-15,R5/2027,11.0484,11.0,0.9938,9.25,15.0,62,0
Selic,2025-08-15,R4/2027,11.1938,11.125,0.8225,9.75,12.5,40,1
Selic,2025-08-15,R4/2027,11.3018,11.25,1.0129,9.0,15.0,111,0
Selic,2025-08-15,R3/2027,11.4817,11.5,0.8253,10.0,13.0,41,1
Selic,2025-08-15,R3/2027,11.537,11.5,0.993,9.5,15.0,115,0
Selic,2025-08-15,R2/2027,11.7378,11.75,0.8300000000000001,10.0,13.0,41,1
Selic,2025-08-15,R2/2027,11.8022,12.0,0.9666,9.5,15.0,115,0
Selic,2025-08-15,R1/2027,12.0061,12.0,0.8273,10.0,13.5,41,1
Selic,2025-08-15,R1/2027,12.0848,12.0,0.9394,9.5,15.0,115,0
Selic,2025-08-15,R8/2026,12.2398,12.5,0.791,10.02,14.0,47,1
Selic,2025-08-15,R8/2026,12.4205,12.5,0.9138000000000001,9.5,15.0,135,0
Selic,2025-08-15,R7/2026,12.3967,12.5,0.8169000000000001,10.0,14.5,46,1
Selic,2025-08-15,R7/2026,12.5879,12.5,0.9047000000000001,9.5,15.0,131,0
Selic,2025-08-15,R6/2026,12.6359,12.75,0.8465,10.0,15.0,46,1
Selic,2025-08-15,R6/2026,12.8378,13.0,0.8974000000000001,10.0,15.0,131,0
Selic,2025-08-15,R5/2026,12.9457,13.0,0.869,10.0,15.0,46,1
Selic,2025-08-15,R5/2026,13.1775,13.0,0.8794000000000001,10.0,15.0,131,0
Selic,2025-08-15,R4/2026,13.3587,13.5,0.8220000000000001,10.5,15.0,46,1
Selic,2025-08-15,R4/2026,13.5782,13.5,0.8126,10.5,15.0,131,0
Selic,2025-08-15,R3/2026,13.788,13.875,0.6974,11.5,15.0,46,1
Selic,2025-08-15,R3/2026,13.9981,14.0,0.6986,11.5,15.0,131,0
Selic,2025-08-15,R2/2026,14.2337,14.25,0.5672,12.5,15.0,46,1
Selic,2025-08-15,R2/2026,14.3912,14.5,0.5413,12.5,15.0,131,0
Selic,2025-08-15,R1/2026,14.6141,14.75,0.3925,13.5,15.0,46,1
Selic,2025-08-15,R1/2026,14.7159,15.0,0.369,13.5,15.0,132,0
Selic,2025-08-15,R8/2025,14.888300000000001,15.0,0.21760000000000002,14.0,15.0,47,1
Selic,2025-08-15,R8/2025,14.9221,15.0,0.1899,14.0,15.0,138,0
Selic,2025-08-15,R7/2025,14.9783,15.0,0.0876,14.5,15.0,46,1
Selic,2025-08-15,R7/2025,14.9889,15.0,0.0671,14.5,15.0,135,0
Selic,2025-08-15,R6/2025,15.0,15.0,0.0,15.0,15.0,46,1
Selic,2025-08-15,R6/2025,15.0,15.0,0.0,15.0,15.0,135,0
Selic,2025-08-14,R5/2027,10.9551,11.0,0.9755,9.5,15.0,39,1
Selic,2025-08-14,R5/2027,10.9861,11.0,1.012,9.25,15.0,54,0
